SL,NAME OF RETAIL OUTLET,LOCATION,DISTRICT,STATE,BANK
894,SRI MURUGAN AGENCIES,"533 1A3 SUBRAMANIAPALAYAM,GN MILLS POST COIMBATORE",COIMBATORE,Tamil Nadu,SBI
895,SREE SAI PETROLEUM AGENCY,"257 2C ROYAPURAM MAIN ROAD P N ROAD,TIRUPUR TIRUPUR",TIRUPUR,Tamil Nadu,SBI
896,SHRIE ANNA AGENCIES,"INDIAN OIL,SANGEETHAMANGALAM ROAD,ANANTHAPURAM,GINGEE",VILUPPURAM,Tamil Nadu,SBI
897,PALANI ANDAVAR AGENCIES,"94 1 PALLIKUKUDATHANVALASU ROAD,THUMBALATI PO PALANI,",DINDIGUL,Tamil Nadu,SBI
898,DR. MUNIRATHINAM FUELS,"SALEM MAIN ROAD BOMMIDI,DHARMAPURI",DHARMAPURI,Tamil Nadu,SBI
899,SREE MALAIMATHI AGENCY,"ODASALPATTI(VILL), PAPPIREDDIPATTI,DHARMAPURI",DHARMAPURI,Tamil Nadu,SBI
900,SRI DHANALAKSHMI AGENCIES,"S.F.NO:382/1 A2,A3,KADAIYAMPATTY,OMALUR,SALEM",SALEM,Tamil Nadu,SBI
901,ANDAVAR AGENCIES,"INDIAN OIL PETROL BUNK,BELUR MAIN ROAD,SELLIYAMPALAYAM,MINNAMPALLI,SALEM",SALEM,Tamil Nadu,SBI
902,EXSERVICEMENS OIL AGENCY,"EXSERVICEMENS OIL AGENCY PERAIYUR MAIN ROAD,SAPTUR VILL PO MADURAI",MADURAI,Tamil Nadu,SBI
903,PALANISAMY AGENCIES,"PALANISAMY AGNECIES KOOMBUR,VEDASANDUR TK DINDIGUL,",DINDIGUL,Tamil Nadu,SBI
904,DIVYADHARSHINI ENTERPRISES,"DIVYADHARSHINI ENTERPRISES ANAPATTI ROAD,NILAKOTTAI PO DINDIGUL,",DINDIGUL,Tamil Nadu,SBI
905,SELVAN PETROLEUM,"RS NO 681/1, KUMARAPURAM ROAD, ARALVAIMOZHI,NAGARKOIL",KANNIYAKUMARI,Tamil Nadu,SBI
906,VASUGI AGENCIES,"VASUGI AGENCIES GANAPATHI NAGAR,VEDASANDUR DINDIGUL,",DINDIGUL,Tamil Nadu,SBI
907,TAMIL FUELS CENTRE,"122 2 MAIN ROAD KURICHI,TAMIL PAAL NEAR THIRUVIDAIMARUTHUR",THANJAVUR,Tamil Nadu,SBI
908,THANGAVEL SONS AND CO,"KOMAL ROAN MANGANALLUR KUTHALAM TALUKKA,NAGAI MAIN ROAD MAIYLADUTHURAI",NAGAPATTINAM,Tamil Nadu,SBI
909,SRI BALAJI AGENCIES,"12 KALI THIRUMANGALAM KUTHALEM TALUKA,KALI ROAD MAIYLADUTHURAI",NAGAPATTINAM,Tamil Nadu,SBI
910,SRI VEERANAR FUELS,"456 10 PAPPANADU ROAD,NORTH MADUKKUR PATTOKOTTAI",THANJAVUR,Tamil Nadu,SBI
911,JEFEMA FUEL MART,"JEFEMA FUEL MART ALANGANALLUR MAIN ROAD,MILAKARANAI MADURAI",MADURAI,Tamil Nadu,SBI
912,VEERALAKSHMI PETROL BULK,"3 2256 KOTTUR ROAD,PALAVANATHAM VIRUDUNAGAR",VIRUDUNAGAR,Tamil Nadu,SBI
913,NITHISMANOJ ENTERPRISES,"INDIAN OIL DEALER PALLAPATTI ROAD,ODDANCHATRAM TK DINDIGUL,",DINDIGUL,Tamil Nadu,SBI
914,pragathi agencies,"pragathi agencies 136 thiruvanamalai to kanchi roa,kanchui chengam taluk",TIRUVANNAMALAI,Tamil Nadu,SBI
915,SRI THARUN HARINI ENTERPRISES,"SRI THARUN HARINI ENTERPIRSES 1 MUTHU NAGER,iluppai to arcot road CHAKKARAMALLUR",VELLORE,Tamil Nadu,SBI
916,mani agencies,"mani agencies 78,rcs main road nattrampalli",VELLORE,Tamil Nadu,SBI
917,sami agencies,"sami agencies 45,kanji road kosalai",TIRUVANNAMALAI,Tamil Nadu,SBI
918,raksha agencies,"raksha agencies natrampali main road,pudupettai thiruppatur",VELLORE,Tamil Nadu,SBI
919,manjunatha agencies,"manjunatha agencies 59 1b,paziepettal road petchur",VELLORE,Tamil Nadu,SBI
920,sallam agencies,"NO 790 AVOUR NAL ROAD,AMBOORRATTI PUDUKOTTAI",PUDUKKOTTAI,Tamil Nadu,SBI
921,sri ranganathan fuels,"sri ranganathan fuels 113,timiri road kavanur",VELLORE,Tamil Nadu,SBI
923,jayam agencies,"VAYALUR ROAD,AVOOR,THIRUVANNAMALAI",TIRUVANNAMALAI,Tamil Nadu,SBI
924,sair5am agencies,"sairam agencies 206 arni to vandavasi road,krishnavaram koot road vadanvasi",TIRUVANNAMALAI,Tamil Nadu,SBI
925,devaraj traders,"devaraj traders 364 a cheyar to kanchipuram road,mangal koot road mathur village",TIRUVANNAMALAI,Tamil Nadu,SBI
926,SRI SAKTHI VIINAYAGAR AGENCIES,"CHINNA KAYAPAKKAM CHIYUR,KANCHIPURAM CHENNAI",KANCHIPURAM,Tamil Nadu,SBI
927,SHAN AGENCY,"LAKEROAD VEDANTHANGAL,MADURANTHAAGAM CHENNAI",KANCHIPURAM,Tamil Nadu,SBI
928,SHRI MURUGAN AUTO FUELS,"SHRI MURUGAN AUTO FUELS MOREPALAYAM ROAD,ELACHIPALAYAM NAMAKKAL",NAMAKKAL,Tamil Nadu,SBI
929,AMMAN PETROLEUM,"3/10, OBULINAKANPATTI, KRISHNAGIRI MAIN ROAD, MORAPPUR,DHARMAPURI",DHARMAPURI,Tamil Nadu,SBI
930,SRI BAKYALAKSHMI FUELS,"INDIAN OIL DEALER MUTHUR ROAD,VELLAKOVIL TIRUPUR",TIRUPUR,Tamil Nadu,SBI
931,lokesh agencies,"lokesh agencies 272a nathikuppam,thumperi vaniyambadi",VELLORE,Tamil Nadu,SBI
932,AMMAN ENTERPRISES,"2 334 IRUKKANKUDI MAIN ROAD,IRUKKANKUDI VIRUDHUNAGAR",VIRUDUNAGAR,Tamil Nadu,SBI
933,SRI GURURAGHAVENDRA AGENCIES,"22 MAIN ROAD VAIYAVOOR,MADURANTHAKAM CHINGLEPUT",KANCHIPURAM,Tamil Nadu,SBI
934,sellam agences,"NO 790 AVOUR NAL ROAD,AMBOORRATTI PUDUKOTTAI",PUDUKKOTTAI,Tamil Nadu,SBI
935,SREE VENKATESWARA AGENCIES,"THALAPALLAM 66 1A1A ATHANUR,VENNANDUR RASIPURAM",NAMAKKAL,Tamil Nadu,SBI
936,SRI THANGAMMAN TRADERS,"SRI THANGAMMAN TRADERS IOCL DEALER 53 63 VELAMPALA,MANGALAM VIG PALLADAM TK",TIRUPUR,Tamil Nadu,SBI
937,OM PARASAKTHI AGENCY,"NO 7 861 TRICHY MAIN ROAD,PALAKURICHY TRICHY","TIRUCHCHIRAPPALLI",Tamil Nadu,SBI
938,sri sakthiamman agencies,"sri sakthiamman agencies 784,SALAIPUDUR KOTHUR natrampalli",VELLORE,Tamil Nadu,SBI
939,V K KAMALAM AGENCY,"K S K DEALER EDUMALAI ROAD RASAMAPALAYAM,MANACHANALLUR TRICHY","TIRUCHCHIRAPPALLI",Tamil Nadu,SBI
940,SELVI AGENCIES,"3 3 INDIAN OIL DEALER ELUPANATHAM PO,GANGAVALLI TK SALEM",SALEM,Tamil Nadu,SBI
941,TECHNIC FUELS,"TECHNIC FUELS 25 VALLAL PCHAYAPPAN STREET,KANCHIPURAM KANCHEEPURAM",KANCHIPURAM,Tamil Nadu,SBI
942,DURGA AGENCIES,"TOWN PANCHAYAT BY PASS ROAD,PERAIYUR THIRUMANGALAM",MADURAI,Tamil Nadu,SBI
943,SHRI SIDDIVINAYAKA AGENCIES,"533 1 A KALAPATTI ROAD,KURUMBAPALAYAM COIMBATORE",COIMBATORE,Tamil Nadu,SBI
944,V.S.P. FUELS,"VSP FUELS SF NO 85 2A AND SF NO 88 9,BUKKASAGARAM HOSUR",KRISHNAGIRI,Tamil Nadu,SBI
945,GANAPATHY FILLING STATION,"Mogullapally,WARANGAL",WARANGAL,Telangana,SBI
946,M/S KUMARASWAMI AND SONS,"5-47, MUTHAGUDEM VIL.,PENUBALLI MANDAL,MUTHAGUDEM VIL",KHAMMAM,Telangana,SBI
947,SRI SAI RAM FILLING STATION,"SY NO 177, MAIN ROAD, DHARUR MAIN ROAD DHARUR,MAIN ROAD DHARUR",MEHABUBNAGAR,Telangana,SBI
948,RADHA FILLING STATION,"RADHA FILLING STATION 169 2C MYDUKUR ROAD,MYDUKUR ROAD PRODDATUR",MEDAK,Telangana,SBI
949,RADHA FILLING STATION,"RADHA FILLING STATION 169 2C MYDUKUR ROAD,MYDUKUR ROAD PRODDATUR",MEDAK,Telangana,SBI
950,CH FUEL POINT TONDAKUR NANDIPET,"CH FUEL POINT TONDAKUR THONDAKUR VILLAGE,NANDIPET MANDAL NIZAMABAD",NIZAMABAD,Telangana,SBI
951,vaishnavi filling station,"SY NO 908 A 2 IEEJA,IEEJA IEEJA,",MEHABUBNAGAR,Telangana,SBI
952,SRI GANESH FILLING STATION,"SY NO 6 1A 3 GHANPUR VILLAHE AND MANDAL,GHANPUR VILLAHE AND MANDAL GHANPURVILLAHE AND MAN",MEHABUBNAGAR,Telangana,SBI
953,YAMINI FILLING STATION,"SY NO 166/ADEFGHIK LRS, 168,171/A, NAKKALAPALLY, WARANGAL,NAKKALAPALLY",WARANGAL,Telangana,SBI
954,LAKSHMI NARASIMHA AGENCIES,"ANUMULA,ANUMULA",NALGONDA,Telangana,SBI
955,"MS DURGA KISAN SEVA KENDRA (HyderabadCircle)","KISAN SEVA KENDRAM DHARMABAD ROAD,TANUR ADILABAD",ADILABAD,Telangana,SBI
956,SHIVA SAI FILLING STATION,"SHIVA SAI FILLING STATION SY NO 970E WARGAL VILLAG,WARGAL MEDAK DIST",MEDAK,Telangana,SBI
957,MS DEVI FILLING STATION,SY.NO. 632  BHAINSA-BASAR RD MUDHOLE ANDHRA PRADESH,ADILABAD,Telangana,SBI
958,M S Sri Laxmi Narasimhaswamy Filling Station,"laxmi n s p pump birkur vill,birkur nizamabad",NIZAMABAD,Telangana,SBI
960,SRI VENKATA SAI MANIKANTAFILLING STATION,"SRIVENKATA SAI MANIKANTA FILLING STATION IOCL RETA,MUDIGONDA MAIN ROAD KHAMMAM",KHAMMAM,Telangana,SBI
961,MS LEELADARSH KISAN SEVAKENDRA,"SAJJA JAYARAM chandur,varni nizamabad",NIZAMABAD,Telangana,SBI
962,SRI SAINATH FILLING STATION,"OPP BUS STAND LINGAL OPP BUS STAND LINGAL,OPP BUS STAND LINGAL LINGAL",MEHABUBNAGAR,Telangana,SBI
963,Balaji Filling Station,"SY NO 219 NEAR KANCHIRAOPALLY WANAPARTHY ROAD PEBB,WANAPARTHY ROAD PEBBAIRPEBBAIR",MEHABUBNAGAR,Telangana,SBI
964,Samskruthi Service Station,"SY NO 11 WANAPARTHY ROAD PEBBAIR,WANAPARTHY ROAD PEBBAIR PEBBAIR",MEHABUBNAGAR,Telangana,SBI
965,BALAJI KISAN SEVA KENDRA,"SY NO 659 B RAJAVARAM,STATION GHANPUR STATION GHANPUR",KHAMMAM,Telangana,SBI
966,SPANDANA FILLING STATION,"129 SUNKIDISUNKIDI MANDAL,TALAMADUGUADILABAD",ADILABAD,Telangana,SBI
967,SAI ANIRUDH KSK FILLING STATION,"62 BY A BY 3 POCHERA X ROAD,ADILABAD ADILABAD",ADILABAD,Telangana,SBI
968,RAMADUGU KISHAN RAO KSK,"MAIN ROAD MEDARIPET MANDAL DANDEPALLY,LUXETTIPET ADILABAD",ADILABAD,Telangana,SBI
969,DUVVURI NARSA REDDY KSK,"DUVVURI NARSA REDDY KSK, SIRIKONDA Mailavaram Vil, Sirikond (Md) NIZAMABAD,NIZAMABAD",NIZAMABAD,Telangana,SBI
970,THIRUMALA KISAN SEVA KENDRAM,"1 2 KATARAM,KATARM KARIMNAGAR",KARIM NAGAR,Telangana,SBI
971,S S VISHAL FILLING STATIONS,"7 103 SAMUDRALA,MALLECHETTU CHOWRASTHA HUSNABAD",KARIM NAGAR,Telangana,SBI
972,LAXMI KSK,"SY NO 1 VENKATAYAPALLY,GANGADHARA KARIMNAGAR",KARIM NAGAR,Telangana,SBI
973,KUMAR AUTO CARE,HYDERABAD,HYDERABAD,Telangana,"ANDHRABANK"
974,KISAN SEWA KENDRA,"KATRA LALGANJ,GAURIGANJ AMETHI",SULTANPUR,Uttar Pradesh,SBI
975,KISAN SEWA KENDRA RIKHIPUR,"RIKHIPUR HANDIA,ALLAHABAD",ALLAHABAD,Uttar Pradesh,SBI
976,KISAN SEWA KENDRA RAGHAVPURA,"VILL- RAGHAVPURA, SIRATHU,KAUSHAMBI",KAUSHAMBI,Uttar Pradesh,SBI
977,"KISAN SEWA KENDRA,KAMALPUR","KAMALPUR TEHSIL SHAKALDIHA,CHANDAULI",CHANDAULI,Uttar Pradesh,SBI
978,KISHAN SEWA KENDRA KHAKSIS,"VILLAGE,POSTKHAKSISDISTT-JALAUN,ORAI",JALAUN,Uttar Pradesh,SBI
979,SHRI SIDDESHWAR KISAN SEVA KENDRA,"DEENPNAH,P.OSIDDHOUR,SAFDARGANJ,BARABANKI",BARABANKI,Uttar Pradesh,SBI
980,KISAN SEWA KENDRA PANARI,"Vill- Panari,lalitpur",LALITPUR,Uttar Pradesh,SBI
981,KISAN SEVA KENDRA KUWAGHOSHI,"VILL KUWAGHOSHI BLOCK MEHRONI MADAWARA RD,LALITPUR",LALITPUR,Uttar Pradesh,SBI
982,SHRI VISHNU NARAYAN FILLING STATION,"AJGANA, PO SADURUDDINPUR,BARABANKI",BARABANKI,Uttar Pradesh,SBI
983,SHRI SHARDA KISHAN SEWA KENDRA,"VILLAGE-PADRI, KONCH , DISTT-JALAUN,KONCH-JALAUN",JALAUN,Uttar Pradesh,SBI
984,SHYAM PREM KISAN SEWA KENDRA,"VILLAGE , POST KUCHLAI,SIDHAULI, SITAPUR",SITAPUR,Uttar Pradesh,SBI
985,KISAN SEWA KENDRA MAGHARA,"MAGAHRACHAURAHA,POST-BARTHI,DEORIA",DEORIA,Uttar Pradesh,SBI
986,SHREE ARYAA KSK,"VILL.PAISAHYA ,ITAUNJA ROAD,KUMHRAWAN,LUCKNOW",LUCKNOW,Uttar Pradesh,SBI
987,SINDHUJA KISAN SEWA KENDRA,"oran road kamsin,BANDA",BANDA,Uttar Pradesh,SBI
988,NEELGAON KISAN SEWA KENDRA,"village , post neelgaon,SIDHAULI ,SITAPUR",SITAPUR,Uttar Pradesh,SBI
989,KISAN SEWA KENDRA HARDON,"Kishan Pur Road Khaga Dist-Fatehpur,U.P",FATEHPUR,Uttar Pradesh,SBI
990,KISAN SEWA KENDRA ASAI,"kisan sewa kendra asai,KANPUR DEHAT",KANPUR RURAL,Uttar Pradesh,SBI
991,POURARA KISAN SEVA KENDRA,"POURARA KISAN SEWA KENDRA VILL PO PAURARA,VILL PO PAURARA HASANPUR",AMROHA,Uttar Pradesh,SBI
992,JWALA KISAN SEWA KENDRA,"JWALA KISAN SEWA KENDRA VILLAGE KALYANPUR KHAS,POST KALYANPUR KHAS PILIBHIT",PILIBHIT,Uttar Pradesh,SBI
993,SIDDHART KISAN SEWA KENDRA,"SIDDHART KISAN SEWA KENDRA LEDUKA,JAUNPUR JAUNPUR",JAUNPUR,Uttar Pradesh,SBI
994,SHRI KRISHNA KISAN SEWA KENDRA,"SHRI KRISHNA KISAN SEWA KENDRA VILLAGE BABOORA,POST BILSANDA BISALPUR",PILIBHIT,Uttar Pradesh,SBI
995,KISAN SEVA KENDRA BARAULI,"V BARAULI PO BARAULI,BARAULI HARDOI",HARDOI,Uttar Pradesh,SBI
996,RAMESH FILLING STATION,"RAMESH FILLING STATION VILL CHEET,KHERAGARH ROAD KHERAGARH",AGRA,Uttar Pradesh,SBI
997,PARWATI FUEL CENTRE KISAN SEWA KENDRA,"PARWATI FUEL CENTRE KISAN SEWA KENDRA IMAMGANJ BAR,NANPARA NANPARA BAHRAICH",BAHRAICH,Uttar Pradesh,SBI
998,RAMA KISAN SEWA KENDRA,"RAMA KISAN SEWA KENDRA BANSHPURWA,BAHRAICH BAHRAICH",BAHRAICH,Uttar Pradesh,SBI
999,KISAN SEWA KENDRA POORAKALAN,"VILLAGE POORAKALAN TEHSIL TALBEHAT,TALBEHAT TALBEHAT",LALITPUR,Uttar Pradesh,SBI
1001,SHREE JI KISAN SEVA KENDRA,"SHREE JI KISAN SEVA KENDRA RAIPUR MUNJAFIA STATION,ATRAULI ALIGARH",ALIGARH,Uttar Pradesh,SBI
1002,KISHAN SEVA KENDRA KHANIPUR,"KISAN SEWA KENDRA KHANIPUR ROAD,GORAKHPUR GORAKHPUR",GORAKHPUR,Uttar Pradesh,SBI
1003,MS KISAN SEWA KENDRA DHARWARA,"DHARWARA KARCHHANA ALLAHABAD DHARWARA KARCHHANA AL,DHARWARA KARCHHANAALLAHABAD ALLAHABAD",ALLAHABAD,Uttar Pradesh,SBI
1004,M/S MAA BHAGWATI KISAN SEWA KENDRA,"PURANPUR(BISALPUR ROAD), BLOCK-BITHRI CHAINPUR,BAREILLY,BAREILLY",BAREILLY,Uttar Pradesh,SBI
1005,M/S CHATURBHUJ KISAN SEWA KENDRA,"Village and post Mangalpur,Kanpur Dehat,Kanpur",KANPUR RURAL,Uttar Pradesh,SBI
1006,MAA GUNGA KISAN SEWA KENDRA,"Vill. Sapaha, PO- Sondha, The. Puranpur,,Pilibhit",PILIBHIT,Uttar Pradesh,SBI
1007,KISAN SEWA KENDRA KISARDA,"village kisarda, mehroni,lalitpur,LALITPUR",LALITPUR,Uttar Pradesh,SBI
1008,BHADORA KISAN SEWA KENDRA JAGARA,"village jagara,tehsil mehroni,lalitpur,LALITPUR",LALITPUR,Uttar Pradesh,SBI
1009,M/S KUNTI KISAN SEVA KENDRA,"VILL ITARORA, POST BILANDPUR GADDIPUR , BLOCK SINDHAULI,Distt: SHAHJAHANPUR",SHAHJAHANPUR,Uttar Pradesh,SBI
1010,M/S JAI DURGA KISAN SEWA KENDRA,"VILL- GULRIYA GAURI SHANKAR PO- RAJPUR KALAN AONLA,BAREILLY",BAREILLY,Uttar Pradesh,SBI
1011,RISIA PETROLEUM KSK,"Risia Bazar Itkuri,Bahraich",BAHRAICH,Uttar Pradesh,SBI
1012,KISAN SEVA KENDRA PARTHANIA,"Mahoba Mushkara marg, via Charkahri, Vill. Parthania Near Kharela Thana,MAHOBA",MAHOBA,Uttar Pradesh,SBI
1013,KISAN SEWA KENDRA,"Savarpur,Darunaha,Chauri,S.R.N.Bhadohi",SANT RAVI NAGAR,Uttar Pradesh,SBI
1014,SUMANGALAM KISAN SEVA KENDRA,"Veerpur Katra Bazar Gonda,Gonda",GONDA,Uttar Pradesh,SBI
1015,M/S KUBER KISAN SEVA KENDRA,"GARIBPURA BAHERI BAREILLY,UP",BAREILLY,Uttar Pradesh,SBI
1016,M/S PANCHSHEEL KISAN SEWA KENDRA,"VILL-THULGULA , ( KARA),KARA ,KAUSHAMBI",KAUSHAMBI,Uttar Pradesh,SBI
1017,KISAN SEWA KENDRA BHAWAN,"VILL and PO- BAWAN(KUMARGANJ),FAIZABAD,U.P.,FAIZABAD",FAIZABAD,Uttar Pradesh,SBI
1018,RANJAN KISAN SEWA KENDRA,"VILL SUGAPANKH KHURD POST HINAUTA MARIHAN,MIRZAPUR MIRZAPUR",MIRZAPUR,Uttar Pradesh,SBI
1019,KISAN SEWA KENDRA,"KISAN SEWA KENDRA VILLAGE JAISINGHMAU,TARUN FAIZABAD",FAIZABAD,Uttar Pradesh,SBI
1020,PADMA KISAN SEWA KENDRA,"KINDHOURA,TARABGANJ",GONDA,Uttar Pradesh,SBI
1021,HAKAMPUR KISAN SEWA KENDRA,"POST HAKAMPUR,AMROHA",AMROHA,Uttar Pradesh,SBI
1022,UMA SHANKER KISAN SEWA KENDRA,"RAGHAVPUR, SEMRI ROAD,KUREBHAR,SULTANPUR",SULTANPUR,Uttar Pradesh,SBI
1023,SHRI KISAN SEWA KENDRA,"Arjunpur,Haria Rd.Piparahawa Chauraha, Tulsipur,Balrampur",BALRAMPUR,Uttar Pradesh,SBI
1024,KISAN SEWA KENDRA,"BRAHMPUR NAI BAZAR CHAURI CHAURA,GORAKHPUR",GORAKHPUR,Uttar Pradesh,SBI
1025,M/S KISAN SEWA KENDRA,"DAHLA,SIHORWA,GORAKHPUR",GORAKHPUR,Uttar Pradesh,SBI
1026,M/S KISAN SEWA KENDRA,"Khadda (Padrauna),UP",KUSHINAGAR,Uttar Pradesh,SBI
1027,KISAN SEVA KENDRA,"NADIRA KHATOON,MAU","MAUNATHBHANJAN",Uttar Pradesh,SBI
1028,KISAN SEWA KENDRA,"VILL-SAHILI,PO-BHARSAWAN,Fatehpur",FATEHPUR,Uttar Pradesh,SBI
1029,KISAN SEVA KENDRA,"MUJAR KHURD,AMILA,MAU","MAUNATHBHANJAN",Uttar Pradesh,SBI
1030,KISAN SEVA KENDRA,"VILL CHATAIPARA, PO NUNHARA,Susundi, Distt- Ghazipur",GHAZIPUR,Uttar Pradesh,SBI
1031,KISHAN SEWA KENDRA MALATI SINGH,"RAJGARH,MIRZAPUR",MIRZAPUR,Uttar Pradesh,SBI
1032,KISAN SEWA KENDRA,"KISAN SEVA KENDRA JUNGLE SUBHAN ALI PIPRAICH ROAD,KISAN SEVA KENDRA JUNGLE SUBHANALI PIPRAICH ROAD",GORAKHPUR,Uttar Pradesh,SBI
1033,M/S KISAN SEVA KENDRA,"Vill and Po- Pharendaha, Fazil Nagar,Kushinagar",KUSHINAGAR,Uttar Pradesh,SBI
1034,KISAN SEWA KENDRA,"SA-6/186-R-2,ANAND VIHAR COLONY,PAHARIYA,VARANASI",VARANASI,Uttar Pradesh,SBI
1035,AMBA SHREE KISAN SEWA KENDRA,"AKARIPUR SORAON SORAON,SIKANDARA PHULPUR ROAD ALLAHABAD",ALLAHABAD,Uttar Pradesh,SBI
1036,KISAN SEWA KENDRA BADERI,"BADERI MARIYAHU ROAD,MARIYAHU ROAD MACHHLISHAHR",JAUNPUR,Uttar Pradesh,SBI
1037,RAJPUT KISAN SEWA KENDRA (KSK),"VILL- GULRIYA GAURI SHANKAR PO- RAJPUR KALAN AONLA,BAREILLY",BAREILLY,Uttar Pradesh,SBI
1038,M/S SHAHI KISAN SEVA KENDRA,"BALI NAGAR SHAHI BAREILLY,UP",BAREILLY,Uttar Pradesh,SBI
1039,M/S AL SAGEER KISSAN SEWA KENDRA,"JANUBI ATA MANDA BAREILLY,UP",BAREILLY,Uttar Pradesh,SBI
1040,M/S TRIVENI KISAN SEWA KENDRA,"Islamnagar Road Orchhi The-Bisauli Budaun,Budaun",BUDAUN,Uttar Pradesh,SBI
1041,M S SHERPUR KALAN KISAN SEWA KENDRA,"DHANARAGHAT ROAD SHERPUR KALAN, TEH-PURANPUR,DISTT PILIBHIT",PILIBHIT,Uttar Pradesh,SBI
1043,M/S GURU NANAK FILLING STATION,SHIVNAGAR SHAHJAHANPUR SHAHJAHANPURUP,RAMPUR,Uttar Pradesh,SBI
1044,M/S Sarvottam Kissan Sewa Kendra Daga,"Sarvottam Kissan Sewa Kendra Vill-Daga The-Puranpur Distt-Pilibhit,UP",PILIBHIT,Uttar Pradesh,SBI
1045,M/S Gangwar Kissan Sewa Kendra,"Milak Bilspur Road,Vill Ras Dandia,Milak,Uttar Pradesh",RAMPUR,Uttar Pradesh,SBI
1046,M/S SRI SAI FILLING STATION,"SEJNI NANKAR NEAR FAHRAN BAGH,Rampur",RAMPUR,Uttar Pradesh,SBI
1047,KISAN SEWA KENDRA,"HETIMPUR ,KUSHINAGAR,,Uttar Pradesh",DEORIA,Uttar Pradesh,SBI
1048,KISAN SEWA KENDRA BARAUR,"KISAN SEWA KENDRA BARAUR DEVIPUR,MUNGEESAPUR ROAD KANPUR DEHAT",KANPUR RURAL,Uttar Pradesh,SBI
1049,KISAN SEWA KENDRA,"KISAN SEWA KENDRA BARIPAL BARIPAL,GHATAMPUR KANPUR DEHAT",KANPUR URBAN,Uttar Pradesh,SBI
1050,RADHIKA KISAN SEWA KENDRA,"Bhawalpur,Jaswant Nagar Etawah",ETAWAH,Uttar Pradesh,SBI
1051,M/S KISAN SEWA KENDRA KUMHDOURA,"Mahoba Khajuraho Road,Mahoba",MAHOBA,Uttar Pradesh,SBI
1052,KISAN SEWA KENDRA BARDAD,"KISAN SEWA KENDRA BARDAD NEAR STATE BANK BARDAD BR,BARDAD GORAKHPUR",GORAKHPUR,Uttar Pradesh,SBI
1053,VAISNAVI KISAN SEVA KENDRA SAIFABAD,"SARDEEH POST SAIFABAD PATTI PRATAPGARH SARDEEH POS,SARDEEH POST SAIFABAD PATTIPRATAPGARH PRATAPGARH",PRATAPGARH,Uttar Pradesh,SBI
1054,RAMRAJA KISHAN SEWA KENDRA,"MAGARPUR NIWARI ROAD,MAGARPUR JHANSI",JHANSI,Uttar Pradesh,SBI
1055,AWADH KISSAN SEWA KENDRA,"VILLAGE BARHI HOUSE NO 225 POST BARHI JHANGHA CHAU,GORAKHPUR GORAKHPUR",GORAKHPUR,Uttar Pradesh,SBI
1056,KISAN SEWA KENDRA PAKRI DUBEY,"KISAN SEWA KENDRA VILL PAKRI DUBEY KAURIRAM,GORAKHPUR GORAKHPUR",GORAKHPUR,Uttar Pradesh,SBI
1057,POHKARPUR KISAN SEVA KENDRA,"PO Gulariya Bhoop singh Gulariya Rd. PS Banda Teh Powayan Dist,GULARIYA ROADSHAHJAHANPUR",SHAHJAHANPUR,Uttar Pradesh,SBI
1058,KISAN SEVA KENDRA BADHIYA,"ARAGI NO 383 BADHIYA FULWARIA BALDAD ROAD DEORIA,DEORIA DEORIA",DEORIA,Uttar Pradesh,SBI
1059,KISAN SEWA KENDRA,"KISAN SEWA KENDRA MITHWAL BUJURG SIDDHARTH NAGAR,UTTAR PRADESH SIDDHARTH NAGAR",SIDHARTHNAGAR,Uttar Pradesh,SBI
1060,KISAN SEWA KENDRA MASANPAKAR,"MASANPAKAR GAGHA GAJPUR ROAD KAURIRAM,GORAKHPUR GORAKHPUR",GORAKHPUR,Uttar Pradesh,SBI
1061,KISAN SEWA KENDRA MAJHAULI DEORIA,"MAJHAULI RAJ DEORIA DEORIA,DEORIA DEORIA",DEORIA,Uttar Pradesh,SBI
1062,KISAN SEWA KENDRA,"KISAN SEWA KENDRA BANDA BAZAR DHANGHATA SANTKABIR,GORAKHPUR SANTKABIR NAGAR",SANT KABIR NAGAR,Uttar Pradesh,SBI
1063,KISAN SEWA KENDRA BABHANI,"BABHNI SAGANATH,DUDHARA SANT KABIR NAGAR",SANT KABIR NAGAR,Uttar Pradesh,SBI
1064,KISAN SEWA KENDRA,"KISAN SEWA KENDRA VINAYAKPUR TOHLI,MILKIPUR FAIZABAD",FAIZABAD,Uttar Pradesh,SBI
1065,KISAN SEWA KENDRA HANUMANGANJ,"HANUMANGANJ HARPUR NIZAM PATHRDEVA ROAD,DEORIA DEORIA",DEORIA,Uttar Pradesh,SBI
1066,KISAN SEWA KENDRA KHUTHAN,"KISAN SEWA KENDRA KHUTHAN NAGAR BAZAR BASTI,BASTI BASTI",BASTI,Uttar Pradesh,SBI
1067,KISAN SEVA KENDRA,"PARASIYA MALL POST GI STATE DEORIA,DEORIA DEORIA",DEORIA,Uttar Pradesh,SBI
1068,KAILASHPATI KISAN SEWA KENDRA,"KISAN SEWA KENDRA KANHAULI KHAS RUDRAPUR,DEORIA DEORIA",DEORIA,Uttar Pradesh,SBI
1069,SHRI BALAZI KISAN SEWA KENDRA,"KISAN SEWA KENDRA POST BIGHAI TEHSHIL KHAJNAI,GORAKHPUR GORAKHPUR",GORAKHPUR,Uttar Pradesh,SBI
